Date,Open,High,Low,Close,Adj Close,Volume,SMA(Open) 10D,SMA(High) 10D,SMA(Low) 10D,SMA(Close) 10D,SMA(Adj Close) 10D,SMA(Volume) 10D
2020-07-06,1805.0,1858.0,1792.099976,1851.800049,1845.862061,21697962.0,,,,,,
2020-07-07,1860.0,1864.349976,1806.300049,1823.449951,1817.602905,16239990.0,,,,,,
2020-07-08,1824.050049,1834.949951,1790.0,1798.0,1792.234497,12093186.0,,,,,,
2020-07-09,1809.0,1835.0,1786.25,1824.25,1818.400391,16807336.0,,,,,,
2020-07-10,1828.5,1884.599976,1824.25,1878.050049,1872.027832,20195218.0,,,,,,
2020-07-13,1903.349976,1947.699951,1900.0,1935.0,1928.795166,32124262.0,,,,,,
2020-07-14,1934.0,1941.699951,1887.300049,1917.0,1910.852905,31073305.0,,,,,,
2020-07-15,1937.949951,1978.800049,1798.0,1844.0,1838.087036,64457578.0,,,,,,
2020-07-16,1847.0,1869.0,1812.449951,1843.400024,1837.489014,28133826.0,,,,,,
2020-07-17,1845.0,1920.0,1838.0,1911.699951,1905.569824,22948894.0,1859.384998,1893.409985,1823.465002,1862.665002,1856.692163,26577155.7
2020-07-20,1917.800049,1932.0,1899.650024,1919.900024,1913.743652,16887635.0,1870.665002,1900.809985,1834.220007,1869.475,1863.480322,26096123.0
2020-07-21,1939.0,1977.0,1936.5,1971.550049,1965.228027,19463004.0,1878.565002,1912.074988,1847.240002,1884.28501,1878.242834,26418424.4
2020-07-22,1983.0,2010.0,1960.699951,2004.0,1997.573975,27584518.0,1894.459998,1929.579993,1864.309998,1904.88501,1898.776782,27967557.6
2020-07-23,2003.949951,2079.699951,1991.349976,2057.800049,2051.201416,26921017.0,1913.954993,1954.049988,1884.819995,1928.240015,1922.056885,28978925.7
2020-07-24,2058.0,2163.0,2057.800049,2146.149902,2139.268066,55655668.0,1936.904993,1981.88999,1908.175,1955.05,1948.780908,32524970.7
2020-07-27,2178.800049,2198.800049,2127.899902,2156.199951,2149.285889,37060665.0,1964.45,2007.0,1930.96499,1977.169995,1970.82998,33018611.0
2020-07-28,2156.199951,2194.0,2150.649902,2177.699951,2170.716797,25435297.0,1986.669995,2032.230005,1957.299976,2003.23999,1996.81637,32454810.2
2020-07-29,2177.899902,2182.800049,2070.449951,2096.649902,2089.926758,33534147.0,2010.66499,2052.630005,1984.544971,2028.50498,2022.000342,29362467.1
2020-07-30,2099.0,2139.699951,2072.0,2108.850098,2102.087891,33623699.0,2035.86499,2079.7,2010.499976,2055.049988,2048.46023,29911454.4
2020-07-31,2114.5,2129.0,2052.800049,2067.100098,2060.47168,34593133.0,2062.81499,2100.6,2031.97998,2070.590002,2063.950415,31075878.3
2020-08-03,2051.300049,2057.0,2003.099976,2009.0,2002.557861,21559142.0,2076.16499,2113.1,2042.324976,2079.5,2072.831836,31543029.0
2020-08-04,2020.599976,2167.0,2000.25,2150.600098,2143.703857,42476932.0,2084.324988,2132.1,2048.699976,2097.405005,2090.679419,33844421.8
2020-08-05,2169.0,2196.0,2118.300049,2126.449951,2119.631348,34404810.0,2102.924988,2150.7,2064.459985,2109.65,2102.885156,34526451.0
2020-08-06,2157.0,2167.699951,2107.800049,2134.100098,2127.256836,22762545.0,2118.229993,2159.5,2076.104993,2117.280005,2110.490698,34110603.8
2020-08-07,2129.800049,2157.800049,2120.199951,2146.449951,2139.567139,15222303.0,2125.409998,2158.980005,2082.344983,2117.31001,2110.520606,30067267.3
2020-08-10,2159.100098,2165.0,2108.100098,2119.850098,2113.05249,12441573.0,2123.440003,2155.6,2080.365002,2113.675024,2106.897266,27605358.1
2020-08-11,2134.800049,2160.0,2100.350098,2133.800049,2126.957764,21611256.0,2121.300012,2152.2,2075.335022,2109.285034,2102.521362,27222954.0
2020-08-12,2121.0,2145.0,2106.800049,2127.600098,2120.777832,13967116.0,2115.610022,2148.419995,2078.970032,2112.380054,2105.60647,25266250.9
2020-08-13,2128.0,2138.899902,2110.0,2122.050049,2115.245361,11459190.0,2118.510022,2148.33999,2082.770032,2113.700049,2106.922217,23049800.0
2020-08-14,2122.550049,2157.0,2089.25,2113.800049,2107.021973,15333164.0,2119.315027,2151.13999,2086.415027,2118.370044,2111.577246,21123803.1
2020-08-17,2105.0,2105.0,2070.100098,2091.350098,2084.644043,14296834.0,2124.685022,2155.93999,2093.115039,2126.605054,2119.785864,20397572.3
2020-08-18,2085.0,2134.300049,2082.350098,2118.550049,2111.756592,14097746.0,2131.125024,2152.669995,2101.325049,2123.400049,2116.591138,17559653.7
2020-08-19,2141.0,2154.0,2121.350098,2131.550049,2124.715088,15731396.0,2128.325024,2148.469995,2101.630054,2123.910059,2117.099512,15692312.3
2020-08-20,2120.0,2123.899902,2088.0,2097.050049,2090.325684,10401212.0,2124.625024,2144.08999,2099.650049,2120.205054,2113.406397,14456179.0
2020-08-21,2118.0,2122.0,2077.0,2081.850098,2075.174316,11667129.0,2123.44502,2140.509985,2095.330054,2113.745069,2106.967114,14100661.6
2020-08-24,2091.399902,2104.5,2070.5,2095.75,2089.029785,15098991.0,2116.675,2134.459985,2091.570044,2111.335059,2104.564844,14366403.4
2020-08-25,2106.0,2111.300049,2078.0,2082.100098,2075.423584,8947563.0,2113.794995,2129.58999,2089.335034,2106.165064,2099.411426,13100034.1
2020-08-26,2085.0,2147.949951,2047.0,2137.300049,2130.446533,27630190.0,2110.194995,2129.884985,2083.355029,2107.135059,2100.378296,14466341.5
2020-08-27,2148.0,2150.0,2103.25,2110.600098,2103.832275,12961252.0,2112.194995,2130.994995,2082.680029,2105.990064,2099.236987,14616547.7
2020-08-28,2120.0,2132.899902,2106.25,2116.149902,2109.364258,12537520.0,2111.93999,2128.584985,2084.380029,2106.225049,2099.471216,14336983.3
2020-08-31,2174.0,2174.0,2060.350098,2080.699951,2074.028076,28648125.0,2118.83999,2135.484985,2083.405029,2105.160034,2098.409619,15772112.4
2020-09-01,2100.0,2122.399902,2062.399902,2087.25,2080.556885,17821397.0,2120.33999,2134.294971,2081.41001,2102.030029,2095.289648,16144477.5
2020-09-02,2092.0,2138.0,2085.0,2128.199951,2121.375732,12437162.0,2115.43999,2132.694971,2077.775,2101.69502,2094.955713,15815054.1
2020-09-03,2128.0,2138.75,2103.0,2112.100098,2105.327393,8577634.0,2116.23999,2134.17998,2079.275,2103.200025,2096.455884,15632696.3
2020-09-04,2083.550049,2096.949951,2072.199951,2077.25,2070.589111,13141644.0,2112.794995,2131.674976,2078.794995,2102.740015,2095.997363,15780147.8
2020-09-07,2084.0,2105.75,2044.25,2082.649902,2075.97168,10119064.0,2112.055005,2131.799976,2076.169995,2101.430005,2094.691553,15282155.1
2020-09-08,2092.0,2121.0,2080.5,2107.100098,2100.343506,12643749.0,2110.655005,2132.769971,2076.419995,2103.930005,2097.183545,15651773.7
2020-09-09,2085.0,2167.800049,2081.449951,2161.350098,2154.419434,25525961.0,2110.655005,2134.75498,2079.86499,2106.33501,2099.580835,15441350.8
2020-09-10,2183.100098,2344.949951,2175.350098,2314.0,2306.579834,64750460.0,2114.165015,2154.249976,2087.075,2126.675,2119.855591,20620271.6
2020-09-11,2312.0,2337.850098,2287.100098,2319.75,2312.311523,27445768.0,2133.365015,2174.744995,2105.16001,2147.03501,2140.150317,22111096.4
2020-09-14,2325.0,2360.0,2282.0,2302.550049,2295.166748,20335273.0,2148.465015,2193.344995,2127.325,2169.22002,2162.264185,21279811.2
2020-09-15,2311.949951,2325.75,2288.149902,2318.850098,2311.414551,12542824.0,2169.66001,2213.680005,2149.9,2192.380029,2185.349951,20751953.9
2020-09-16,2320.0,2369.350098,2310.550049,2324.550049,2317.096191,15668979.0,2192.46001,2236.815015,2172.455005,2212.015039,2204.921997,21075135.6
2020-09-17,2320.0,2333.699951,2291.850098,2298.75,2291.378906,11919927.0,2211.66001,2256.31001,2191.340015,2230.680029,2223.527148,21409364.9
2020-09-18,2314.25,2319.449951,2276.550049,2305.699951,2298.306396,15264068.0,2234.730005,2278.56001,2211.775024,2253.525024,2246.298877,21621607.3
2020-09-21,2300.0,2336.0,2247.350098,2255.850098,2248.616455,15519031.0,2256.330005,2301.58501,2232.085034,2270.845044,2263.563354,22161604.0
2020-09-22,2277.0,2277.0,2201.550049,2211.149902,2204.05957,16056620.0,2274.830005,2317.18501,2244.190039,2281.250024,2273.934961,22502891.1
2020-09-23,2260.0,2276.75,2205.300049,2230.800049,2223.646729,19839282.0,2292.330005,2328.080005,2256.575049,2288.19502,2280.85769,21934223.2
2020-09-24,2207.899902,2226.0,2176.050049,2181.199951,2174.205811,13764841.0,2294.809985,2316.18501,2256.645044,2274.915015,2267.620288,16835661.3
2020-09-25,2189.0,2212.800049,2167.300049,2201.699951,2194.639893,13095028.0,2282.509985,2303.680005,2244.665039,2263.11001,2255.853125,15400587.3
2020-09-28,2227.0,2238.0,2207.050049,2216.25,2209.143311,9076248.0,2272.709985,2291.480005,2237.170044,2254.480005,2247.250781,14274684.8
2020-09-29,2225.0,2264.0,2216.25,2245.050049,2237.851074,11926328.0,2264.01499,2285.305005,2229.980054,2247.1,2239.894434,14213035.2
2020-09-30,2260.0,2267.0,2225.0,2234.350098,2227.185303,11290667.0,2258.01499,2275.069995,2221.425049,2238.080005,2230.903345,13775204.0
2020-10-01,2263.800049,2263.800049,2214.0,2225.25,2218.114502,9591456.0,2252.394995,2268.080005,2213.640039,2230.730005,2223.576904,13542356.9
2020-10-05,2244.0,2249.149902,2206.0,2212.199951,2205.106201,8732869.0,2245.369995,2261.05,2206.585034,2221.380005,2214.256885,12889237.0
2020-10-06,2225.25,2233.899902,2201.649902,2210.350098,2203.262451,8497216.0,2237.894995,2250.83999,2202.015015,2216.830005,2209.721484,12187055.5
2020-10-07,2235.0,2309.0,2220.0,2257.5,2250.260986,24538346.0,2233.694995,2254.03999,2203.86001,2221.465015,2214.341626,13035228.1
2020-10-08,2259.0,2268.0,2222.100098,2239.25,2232.06958,9727405.0,2233.594995,2253.16499,2205.540015,2222.31001,2215.183911,12024040.4
2020-10-09,2235.0,2253.0,2217.100098,2233.449951,2226.288086,8558745.0,2236.305005,2255.86499,2209.64502,2227.53501,2220.392139,11503430.8
2020-10-12,2235.0,2255.75,2226.25,2237.050049,2229.876709,6565515.0,2240.905005,2260.159985,2215.540015,2231.07002,2223.91582,10850479.5
2020-10-13,2230.600098,2285.75,2225.850098,2280.699951,2273.386719,10666190.0,2241.265015,2264.934985,2217.42002,2237.515015,2230.340161,11009473.7
2020-10-14,2278.899902,2304.0,2268.5,2287.5,2280.164795,12341434.0,2246.655005,2268.934985,2222.64502,2241.76001,2234.571533,11050984.3
2020-10-15,2290.0,2290.0,2195.0,2206.5,2199.424561,9246702.0,2249.655005,2271.234985,2219.64502,2238.975,2231.795459,10846587.8
2020-10-16,2215.0,2232.5,2172.649902,2175.800049,2168.822998,9960828.0,2244.775,2268.10498,2215.51001,2234.030005,2226.866309,10883525.0
2020-10-19,2190.050049,2228.699951,2155.149902,2176.199951,2169.22168,14398973.0,2239.380005,2266.059985,2210.425,2230.430005,2223.277856,11450135.4
2020-10-20,2179.0,2193.0,2152.25,2155.899902,2148.986816,8529573.0,2234.755005,2261.969995,2205.48501,2224.984985,2217.850293,11453371.1
2020-10-21,2168.0,2192.0,2097.75,2124.600098,2117.787354,15728986.0,2228.055005,2250.269995,2193.26001,2211.694995,2204.60293,10572435.1
2020-10-22,2127.399902,2132.5,2091.0,2106.949951,2100.193848,14215215.0,2214.894995,2236.719995,2180.15,2198.46499,2191.415357,11021216.1
2020-10-23,2106.0,2135.0,2096.399902,2113.050049,2106.274414,10809307.0,2201.994995,2224.919995,2168.07998,2186.425,2179.413989,11246272.3
2020-10-26,2101.949951,2101.949951,2018.5,2029.099976,2022.593384,17225212.0,2188.68999,2209.53999,2147.30498,2165.629993,2158.685657,12312242.0
2020-10-27,2034.900024,2059.850098,2005.0,2034.5,2027.976196,16835005.0,2169.119983,2186.95,2125.219971,2141.009998,2134.144605,12929123.5
2020-10-28,2041.800049,2057.699951,2007.400024,2011.449951,2005.0,13809929.0,2145.409998,2162.319995,2099.109973,2113.404993,2106.628125,13075973.0
2020-10-29,1997.0,2042.0,1991.0,2026.900024,2020.400513,14147418.0,2116.109998,2137.519995,2078.709973,2095.444995,2088.72572,13566044.6
2020-10-30,2033.5,2065.100098,2021.800049,2054.5,2047.911987,15700946.0,2097.959998,2120.780005,2063.624988,2083.31499,2076.634619,14140056.4
2020-11-02,2027.0,2027.0,1859.150024,1877.449951,1871.429688,45857806.0,2081.654993,2100.61001,2034.025,2053.43999,2046.85542,17285939.7
2020-11-03,1890.0,1909.0,1835.099976,1850.400024,1844.466553,40931170.0,2052.754993,2072.21001,2002.309997,2022.890002,2016.403394,20526099.4
2020-11-04,1837.0,1929.0,1837.0,1913.199951,1907.065063,37003111.0,2019.654993,2045.91001,1976.234997,2001.749988,1995.331165,22653511.9
2020-11-05,1954.949951,1960.949951,1932.0,1955.0,1948.731079,17170274.0,2002.409998,2028.755005,1960.334997,1986.554993,1980.184888,22949017.8
2020-11-06,1990.0,2040.0,1978.150024,2029.150024,2022.643311,30770080.0,1990.809997,2019.255005,1948.51001,1978.16499,1971.821777,24945095.1
2020-11-09,2062.100098,2069.0,2036.0,2050.699951,2044.124146,16539467.0,1986.825012,2015.96001,1950.26001,1980.324988,1973.974854,24876520.6
2020-11-10,2077.0,2090.0,2041.199951,2084.550049,2077.865723,17045147.0,1991.03501,2018.975,1953.880005,1985.329992,1978.963806,24897534.8
2020-11-11,2089.0,2095.0,1978.099976,1997.199951,1990.795654,26178477.0,1995.755005,2022.705005,1950.95,1983.904992,1977.543372,26134389.6
2020-11-12,1981.0,2008.449951,1965.0,1980.0,1973.650879,18481466.0,1994.155005,2019.35,1948.35,1979.21499,1972.868408,26567794.4
2020-11-13,1982.0,2036.650024,1981.75,1996.400024,1989.998291,20946864.0,1989.005005,2016.504993,1944.344995,1973.404993,1967.077039,27092386.2
2020-11-14,,,,,,,,,,,,
2020-11-17,2085.0,2085.0,1985.0,1993.25,1986.858398,21479385.0,2006.450005,2034.894436,1970.466661,1999.938883,1993.525838,22846030.111111
2020-11-18,1993.25,2006.5,1960.099976,1987.199951,1980.827759,14030652.0,2023.811117,2043.505547,1984.144436,2008.161106,2001.721693,20293534.666667
2020-11-19,1987.199951,2010.449951,1968.199951,1973.150024,1966.822876,12828008.0,2027.39445,2049.005547,1988.166653,2010.177775,2003.731893,19811060.666667
2020-11-20,1975.0,1983.800049,1895.0,1899.5,1893.409058,26522972.0,2025.727783,2042.761108,1978.927762,1995.772217,1989.372532,19339159.777778
2020-11-23,1951.0,1970.0,1926.25,1950.699951,1944.444824,20918665.0,2013.383328,2031.761108,1966.733317,1984.661106,1978.297051,19825737.333333
2020-11-24,1964.0,1974.0,1932.0,1964.050049,1957.752075,14277083.0,2000.827772,2018.872219,1954.599989,1971.272217,1964.95109,19518174.666667
2020-11-25,1980.0,1992.949951,1942.199951,1947.800049,1941.554199,15062376.0,1988.716661,2007.533325,1950.611098,1965.783339,1959.479818,18283052.333333
2020-11-26,1953.050049,1965.0,1930.050049,1952.599976,1946.338745,11924527.0,1985.611111,2002.705553,1946.72777,1962.738892,1956.445136,17554503.555556
2020-11-27,1940.5,1956.099976,1921.400024,1929.800049,1923.611938,21845931.0,1981.0,1993.755547,1940.022217,1955.338894,1949.068875,17654399.888889
2020-12-01,1940.349976,1966.25,1930.050049,1954.900024,1948.63147,9114939.0,1976.934998,1991.004993,1939.025,1955.295007,1949.025134,16800453.8
2020-12-02,1958.5,1962.0,1935.0,1958.150024,1951.870972,10240168.0,1964.284998,1978.704993,1934.025,1951.78501,1945.526392,15676532.1
2020-12-03,1972.0,1981.099976,1958.650024,1964.050049,1957.752075,12822945.0,1962.159998,1976.16499,1933.880005,1949.470019,1943.218823,15555761.4
2020-12-04,1969.0,1969.0,1940.0,1946.75,1940.507568,8521388.0,1960.340003,1972.019995,1931.06001,1946.830017,1940.587292,15125099.4
2020-12-07,1940.599976,1965.0,1940.599976,1958.199951,1951.920776,8418767.0,1956.9,1970.13999,1935.620007,1952.700012,1946.438464,13314678.9
2020-12-08,1961.150024,2014.25,1950.0,1993.75,1987.356812,20030506.0,1957.915003,1974.56499,1937.995007,1957.005017,1950.729663,13225863.0
2020-12-09,2009.949951,2033.800049,1999.25,2026.949951,2020.450317,13464375.0,1962.509998,1980.544995,1944.720007,1963.295007,1956.999487,13144592.2
2020-12-10,2021.599976,2028.5,2001.0,2007.0,2000.564331,7414229.0,1966.669995,1984.1,1950.600012,1969.215002,1962.9005,12379777.5
2020-12-11,2013.0,2038.0,1974.25,2005.800049,1999.368286,12434745.0,1972.66499,1991.4,1955.020007,1974.53501,1968.203454,12430799.3
2020-12-14,2007.949951,2015.0,1986.349976,1991.300049,1984.914673,7989830.0,1979.409985,1997.290003,1961.515003,1980.68501,1974.333728,11045189.2
2020-12-15,1989.699951,1989.699951,1961.099976,1974.349976,1968.019043,8561406.0,1984.344983,1999.634998,1964.619995,1982.630005,1976.272485,10989835.9
2020-12-16,1988.0,1994.949951,1965.699951,1976.550049,1970.212036,8565904.0,1987.294983,2002.929993,1967.68999,1984.470007,1978.106592,10822409.5
2020-12-17,1984.5,2005.0,1977.150024,1985.599976,1979.23291,9346460.0,1988.544983,2005.319995,1969.53999,1986.625,1980.254675,10474761.0
2020-12-18,1980.099976,2004.900024,1965.0,1991.550049,1985.16394,8522215.0,1989.65498,2008.909998,1972.03999,1991.105005,1984.720312,10474843.7
2020-12-21,2010.0,2022.0,1855.25,1939.699951,1933.480103,20368545.0,1996.594983,2014.609998,1963.504993,1989.255005,1982.876245,11669821.5
2020-12-22,1949.0,1958.900024,1888.449951,1936.699951,1930.489746,12986606.0,1995.37998,2009.075,1957.349988,1983.55,1977.189538,10965431.5
2020-12-23,1930.0,1951.449951,1920.650024,1943.849976,1937.616821,8999898.0,1987.384985,2000.83999,1949.48999,1975.240003,1968.906189,10518983.8
2020-12-24,1947.0,1998.800049,1945.900024,1994.150024,1987.755615,9588577.0,1979.924988,1997.869995,1943.979993,1973.955005,1967.625317,10736418.6
2020-12-28,2006.699951,2018.0,1995.300049,2003.300049,1996.876221,7947719.0,1979.294983,1995.869995,1946.084998,1973.705005,1967.376111,10287716.0
2020-12-29,2009.0,2012.300049,1982.550049,1990.050049,1983.668701,8589407.0,1979.399988,1995.6,1945.705005,1973.580005,1967.251514,10347673.7
2020-12-30,1995.25,2007.199951,1975.550049,1995.5,1989.101196,10173132.0,1979.954993,1997.35,1947.150012,1975.695007,1969.359729,10508846.3
2020-12-31,1993.5,2011.900024,1978.599976,1985.300049,1978.93396,8667516.0,1980.504993,1999.045007,1948.440015,1976.570007,1970.231921,10519007.5
2021-01-01,1988.0,1997.0,1982.0,1987.5,1981.126831,4622002.0,1980.854993,1998.245007,1948.925012,1976.76001,1970.421313,10046561.7
